,Geo_FIPS,TW_1985,TW_1990,TW_1995,TW_2000,TW_2005,TW_2010,TW_2015
837,19131,3.45,2.71,2.33,2.85,2.76,5.81,7.21
838,19133,21.3,10.94,12.24,7.64,11.56,16.45,12.06
839,19135,2.14,1.28,1.26,1.72,1.78,2.58,3.05
840,19137,3.02,2.25,1.88,2.13,2.23,2.13,1.96
841,19139,174.96,253.17,270.13,325.86,306.31,235.3,173.82
842,19141,5.5,3.47,3.67,3.77,4.43,6.5,7.39
843,19143,3.11,2.54,2.77,4.06,4.83,6.96,9.05
844,19145,4.78,3.76,3.06,2.86,2.81,3.32,3.04
845,19147,5.45,3.46,2.89,2.85,3.78,4.81,5.77
846,19149,8.67,6.29,6.35,6.96,7.55,10.46,10.4
847,19151,2.43,1.71,1.65,2.0,1.84,2.18,2.23
848,19153,49.62,35.54,56.52,53.38,58.02,58.3,58.87
849,19155,497.5,475.27,468.82,455.43,509.49,568.48,439.43
850,19157,5.07,3.54,2.96,2.71,2.45,3.04,2.96
851,19159,3.06,1.52,1.27,1.54,1.11,1.53,1.43
852,19161,4.59,3.21,3.47,3.78,3.78,8.78,6.5
853,19163,36.49,89.78,100.76,121.6,110.61,120.56,96.29
854,19165,4.45,2.9,2.57,2.38,2.76,3.46,3.92
855,19167,13.2,13.24,15.57,14.73,17.6,20.83,25.38
856,19169,14.75,14.44,12.81,13.26,11.94,12.54,11.14
857,19171,6.58,5.1,4.81,4.78,5.82,5.77,5.65
858,19173,2.13,1.69,1.35,0.87,0.86,1.0,1.37
859,19175,2.69,2.31,3.34,3.98,5.38,6.06,6.28
860,19177,2.65,0.76,1.31,0.96,0.9,1.15,1.33
861,19179,10.87,16.6,20.15,22.31,23.62,14.61,22.83
862,19181,4.62,3.71,7.52,2.3,2.41,2.58,1.61
863,19183,5.03,3.59,3.88,4.43,4.38,5.29,8.08
864,19185,1.96,1.11,0.91,0.85,0.81,0.77,2.04
865,19187,10.88,8.78,8.84,9.62,11.34,16.45,19.69
866,19189,2.79,1.8,1.92,2.13,2.27,2.78,2.85
867,19191,5.96,5.13,5.43,4.92,6.85,6.28,6.94
868,19193,550.12,757.32,672.15,958.96,969.23,1021.43,658.49
869,19195,3.94,2.78,5.28,3.44,4.41,10.21,13.14
870,19197,4.3,1.65,3.32,4.32,4.42,6.22,6.84
871,20001,6.28,3.53,2.89,3.81,4.27,3.8,2.39
872,20003,2.61,1.7,1.67,2.64,2.06,1.94,1.85
873,20005,9.67,5.69,5.9,4.92,4.88,5.44,4.94
874,20007,8.29,5.84,4.7,6.15,6.23,5.93,5.13
875,20009,55.71,40.94,38.25,40.96,37.21,36.75,36.46
876,20011,5.15,4.27,3.33,3.24,3.43,3.08,2.96
877,20013,3.14,2.17,2.13,1.98,1.85,2.46,3.67
878,20015,12.09,12.96,12.82,14.57,14.16,15.64,14.78
879,20017,1.84,0.76,0.87,3.89,1.21,1.44,1.17
880,20019,1.41,1.23,1.24,1.92,1.48,0.96,0.9
881,20021,103.49,96.13,92.32,94.94,98.9,94.05,3.35
882,20023,64.58,56.98,37.97,60.28,45.39,42.85,50.58
883,20025,13.22,6.55,5.3,5.71,5.35,5.2,3.53
884,20027,19.96,16.98,14.5,17.64,13.78,9.05,11.96
885,20029,20.64,15.07,15.17,21.73,14.99,10.65,10.69
886,20031,3.92,23.6,23.5,676.8,27.19,21.08,20.11
887,20033,6.72,9.34,7.66,8.44,7.21,8.25,6.84
888,20035,13.58,11.33,9.59,8.02,7.84,8.36,7.83
889,20037,8.6,5.89,6.8,7.01,7.15,7.24,6.55
890,20039,37.78,15.44,13.22,16.75,11.34,9.38,10.42
891,20041,9.01,5.83,5.2,7.59,6.95,5.77,5.88
892,20043,1.61,1.25,0.85,0.76,0.81,0.56,0.82
893,20045,21.91,23.17,21.61,24.52,21.97,19.06,18.96
894,20047,110.57,121.18,95.46,113.79,95.85,99.3,100.75
895,20049,1.7,1.45,1.43,0.99,0.97,0.91,0.74
896,20051,8.76,5.24,4.85,5.45,6.1,5.45,4.62
897,20053,4.39,2.39,2.78,3.06,3.28,2.63,2.73
898,20055,358.38,364.0,295.28,309.8,248.0,281.33,231.18
899,20057,229.04,131.95,103.73,109.21,90.56,96.48,85.21
900,20059,10.41,3.35,3.16,3.54,3.37,3.64,3.45
901,20061,6.43,8.9,8.53,10.4,8.65,14.69,10.62
902,20063,36.29,23.99,20.07,21.73,19.06,17.9,18.56
903,20065,40.04,13.85,10.8,14.38,11.55,14.24,14.91
904,20067,244.77,203.23,173.03,155.11,91.65,129.12,101.06
905,20069,300.24,277.0,225.61,238.26,179.38,190.08,133.07
906,20071,46.86,40.25,26.42,29.89,19.77,17.74,15.66
907,20073,2.07,2.13,2.03,2.74,2.3,1.81,1.96
908,20075,67.98,49.68,47.39,46.4,34.47,43.54,40.58
909,20077,4.16,4.15,3.07,3.57,3.0,3.72,3.27
910,20079,31.06,60.07,41.89,44.57,42.79,44.14,34.14
911,20081,331.6,329.67,291.13,251.45,164.36,198.62,142.08
912,20083,36.89,37.26,32.78,32.32,25.56,23.18,19.18
913,20085,2.88,2.06,2.02,2.19,2.17,2.18,2.07
914,20087,3.11,2.92,3.09,4.08,4.06,3.74,2.61
915,20089,16.83,104.94,78.07,92.31,28.34,55.32,31.43
916,20091,47.95,12.53,12.28,25.27,17.93,18.12,13.58
917,20093,145.15,177.49,192.34,248.72,158.16,175.71,151.62
918,20095,18.45,23.05,16.36,19.59,18.2,22.19,17.35
919,20097,63.36,65.05,51.15,59.25,50.38,58.47,59.48
920,20099,6.75,5.07,4.6,4.81,4.54,4.51,4.03
921,20101,35.59,25.85,20.45,18.55,15.79,15.42,12.93
922,20103,6.78,10.02,9.69,8.72,8.23,27.0,29.39
923,20105,3.5,1.4,1.25,1.68,1.64,1.5,1.4
924,20107,7.85,784.82,727.23,1153.43,11.83,11.6,611.48
925,20109,18.41,12.08,8.0,9.64,8.04,6.73,7.96
926,20111,9.09,6.39,8.87,6.87,10.73,7.65,5.12
927,20113,41.22,39.59,29.9,35.2,32.89,31.51,32.45
928,20115,5.24,4.74,3.34,3.97,3.99,3.59,4.07
929,20117,4.35,3.9,3.13,3.45,3.92,3.52,2.58
930,20119,193.82,187.36,157.48,163.23,125.21,153.31,130.77
931,20121,3.09,3.66,4.03,5.25,6.86,4.89,6.46
932,20123,9.27,6.6,12.16,16.46,15.56,13.03,13.97
933,20125,11.45,8.93,8.72,10.96,11.26,11.71,12.86
934,20127,2.7,3.48,1.75,4.91,1.66,1.69,2.97
935,20129,103.15,79.41,55.66,51.55,31.52,47.68,43.18
936,20131,2.68,3.73,3.04,3.02,3.35,3.33,3.79
937,20133,3.38,3.17,3.15,3.64,3.89,2.8,2.05
938,20135,18.08,7.03,5.56,5.34,4.57,4.05,4.13
939,20137,37.85,15.21,12.24,14.57,10.11,13.82,13.36
940,20139,2.84,2.13,2.11,2.44,2.22,2.34,2.33
941,20141,9.88,5.27,4.56,6.04,3.54,1.98,3.17
942,20143,8.25,3.36,2.8,4.5,3.66,2.79,4.55
943,20145,55.22,85.01,68.1,79.13,68.88,71.54,64.31
944,20147,11.52,25.38,32.15,29.3,6.85,18.34,20.23
945,20149,33.83,36.86,39.72,40.06,43.35,40.67,35.69
946,20151,102.82,96.28,76.98,84.53,79.2,89.08,87.01
947,20153,47.93,21.05,16.28,22.67,17.67,14.14,17.7
948,20155,55.12,63.43,58.22,69.67,62.8,70.86,68.73
949,20157,70.4,32.71,28.75,34.54,21.35,17.65,16.94
950,20159,42.15,27.9,20.38,25.44,24.85,24.29,24.14
951,20161,14.31,6.98,6.05,8.09,6.72,5.31,4.91
952,20163,4.33,11.05,16.96,18.46,2.82,11.1,2.98
953,20165,18.91,13.18,10.1,9.74,8.52,8.94,10.23
954,20167,2.51,1.24,1.21,1.42,1.12,1.27,0.89
955,20169,9.19,12.31,10.1,12.04,11.19,10.43,10.04
956,20171,102.9,97.36,63.59,63.65,47.68,43.72,38.16
957,20173,126.82,100.28,89.3,102.91,94.76,93.95,84.07
958,20175,148.92,181.84,159.59,154.67,132.18,157.38,147.63
959,20177,53.57,44.7,42.92,46.13,36.13,35.99,21.19
960,20179,118.37,94.76,78.09,88.56,73.03,72.31,63.44
961,20181,138.99,140.53,89.75,129.99,106.74,99.11,104.87
962,20183,14.57,5.45,4.76,5.47,3.36,2.17,3.19
963,20185,100.08,92.2,75.55,85.94,75.91,88.52,86.06
964,20187,237.87,217.95,163.55,150.88,81.9,113.48,88.13
965,20189,256.25,209.69,189.06,215.58,162.82,197.6,186.74
966,20191,12.61,9.65,6.89,9.01,9.31,9.43,8.76
967,20193,157.87,130.64,91.0,123.43,95.63,82.42,85.93
968,20195,15.15,6.46,4.64,6.42,6.31,6.09,5.64
969,20197,13.2,4.24,3.55,4.85,4.89,3.66,2.93
970,20199,89.11,85.77,62.22,73.34,50.99,45.26,36.89
971,20201,18.5,7.79,5.59,8.02,7.52,5.73,6.62
972,20203,135.5,118.41,75.5,81.08,50.61,53.85,40.17
973,20205,5.29,3.08,2.75,2.66,2.61,2.64,2.14
974,20207,7.68,0.89,0.96,2.23,1.89,1.22,1.18
975,20209,302.07,440.25,479.18,397.81,385.11,287.02,212.7
976,21001,1.97,2.15,2.36,,2.89,3.44,0.97
977,21003,1.52,1.46,2.09,,1.9,2.27,2.03
978,21005,2.72,6.19,3.32,,3.8,4.07,2.86
979,21007,18.95,26.58,23.48,,7.97,31.65,25.71
980,21009,6.46,5.87,7.68,,9.11,10.39,9.83
981,21011,1.06,0.92,4.51,,5.82,5.97,5.98
982,21013,3.53,3.38,7.58,,4.65,4.37,4.86
983,21015,11.11,11.41,8.3,,18.81,11.12,18.69
984,21017,2.93,2.44,2.96,,3.04,3.23,3.56
985,21019,50.45,64.56,79.99,,52.59,44.09,39.9
986,21021,5.15,8.0,4.8,,6.67,6.82,6.6
987,21023,1.63,1.47,1.59,,1.74,1.72,1.19
988,21025,1.13,1.42,1.05,,10.04,10.32,12.07
989,21027,4.05,1.73,1.83,,2.09,2.64,2.93
990,21029,3.35,4.22,3.87,,3.17,6.85,4.91
991,21031,1.01,1.41,1.51,,1.61,1.7,1.59
992,21033,1.43,1.39,1.29,,3.56,1.4,2.5
993,21035,6.82,4.23,5.05,,5.92,6.41,6.99
994,21037,19.12,13.51,31.8,,29.54,29.85,26.82
995,21039,0.6,0.67,2.56,,0.79,0.72,0.86
996,21041,37.42,38.93,43.48,,81.65,42.87,41.66
997,21043,2.12,2.38,3.08,,4.25,5.09,4.43
998,21045,1.67,1.6,1.88,,1.92,1.84,1.86
999,21047,6.98,7.88,10.39,,14.47,17.37,15.37
1000,21049,116.14,106.24,108.52,,187.61,93.96,12.99
1001,21051,1.8,1.74,2.84,,4.51,4.46,5.6
1002,21053,1.06,1.21,1.33,,3.81,4.04,4.33
1003,21055,1.09,0.83,1.03,,2.19,1.41,1.27
1004,21057,0.79,0.79,0.81,,0.94,0.99,0.97
1005,21059,170.76,217.06,220.16,,223.18,268.93,194.66
1006,21061,0.89,1.35,1.2,,1.32,2.19,1.96
1007,21063,0.47,0.55,0.44,,0.45,0.58,0.53
1008,21065,1.82,2.4,2.02,,1.39,1.63,1.52
1009,21067,37.53,36.42,43.11,,49.9,52.26,36.98
1010,21069,2.83,1.27,1.64,,1.23,2.33,1.41
1011,21071,7.38,5.18,3.78,,4.43,5.37,5.27
1012,21073,8.63,8.73,8.53,,11.67,10.17,18.46
1013,21075,1.81,1.52,1.67,,1.75,1.32,2.42
1014,21077,0.44,0.49,0.81,,2.79,2.35,2.01
1015,21079,1.67,1.49,1.65,,2.19,2.38,2.2
1016,21081,1.63,2.15,2.06,,2.52,2.34,2.14
1017,21083,11.2,14.26,14.67,,9.85,10.15,10.71
1018,21085,2.36,2.91,3.35,,3.72,3.42,3.43
1019,21087,1.63,1.52,1.64,,3.08,2.69,3.28
1020,21089,9.62,13.21,16.42,,10.79,14.1,20.73
1021,21091,273.36,251.07,250.88,,266.85,306.8,28.55
1022,21093,14.3,31.24,13.37,,13.98,16.76,15.57
1023,21095,8.24,4.57,4.8,,4.29,5.41,3.86
1024,21097,3.13,2.95,3.36,,3.36,3.9,4.19
1025,21099,3.12,2.61,3.61,,4.64,5.18,5.0
1026,21101,252.38,113.83,117.66,,36.18,14.8,17.24
1027,21103,2.58,8.42,2.96,,0.9,1.29,0.77
1028,21105,0.95,0.73,0.76,,1.39,5.61,3.62
1029,21107,9.44,16.7,18.07,,13.49,12.83,26.96
1030,21109,1.03,1.11,1.2,,1.27,2.11,1.73
1031,21111,843.92,916.48,927.75,,794.17,686.96,397.28
1032,21113,5.37,3.53,3.91,,6.11,7.01,6.16
1033,21115,2.42,2.3,2.03,,2.77,3.01,2.85
1034,21117,10.29,24.18,8.45,,6.39,0.54,0.6
1035,21119,3.02,1.17,0.94,,1.9,2.22,2.52
1036,21121,1.86,2.37,0.97,,1.12,0.98,0.8
1037,21123,1.43,1.28,1.25,,1.23,1.14,1.3
1038,21125,4.11,7.95,9.67,,12.14,9.7,9.47
1039,21127,10.52,18.56,15.89,,13.96,12.01,12.76
1040,21129,0.64,0.79,0.7,,0.78,0.83,1.04
1041,21131,1.31,1.49,2.92,,1.28,1.77,1.42
1042,21133,3.36,2.74,2.38,,3.43,3.73,2.71
1043,21135,1.16,0.96,1.38,,1.79,1.63,2.91
1044,21137,2.15,2.01,2.25,,3.12,3.34,3.33
1045,21139,1.12,1.13,23.81,,7.75,4.22,14.65
1046,21141,3.6,4.44,5.01,,1.14,2.36,3.09
1047,21143,1.55,1.5,2.08,,3.05,3.06,3.35
1048,21145,986.16,1001.06,1005.51,,1300.48,779.76,916.27
1049,21147,1.02,1.12,1.14,,2.0,2.08,2.15
1050,21149,1.18,0.96,0.83,,1.56,1.91,2.01
1051,21151,8.08,8.53,11.84,,13.1,11.91,12.83
1052,21153,0.88,0.95,0.94,,0.94,1.29,1.02
1053,21155,2.95,2.79,2.86,,5.5,5.9,5.21
1054,21157,21.17,20.8,22.21,,23.01,18.68,19.64
1055,21159,2.37,3.14,5.82,,4.91,4.99,5.2
1056,21161,38.91,41.48,44.84,,15.72,22.85,11.38
1057,21163,6.99,9.68,25.4,,4.74,9.67,10.82
1058,21165,0.42,0.4,0.21,,0.63,1.25,1.35
1059,21167,28.04,19.92,20.01,,25.87,9.49,8.82
1060,21169,1.16,1.11,1.06,,1.04,0.83,0.77
1061,21171,1.64,1.62,1.94,,2.42,3.01,2.47
1062,21173,2.43,2.47,2.46,,3.3,3.74,3.46
1063,21175,1.15,0.89,1.41,,0.52,1.69,1.55
1064,21177,644.29,489.46,487.69,,496.73,1236.75,404.9
1065,21179,4.79,7.11,8.12,,7.82,8.52,8.39
1066,21181,1.49,1.91,2.45,,2.69,1.87,2.09
1067,21183,8.25,7.9,7.56,,19.08,11.3,10.62
1068,21185,3.04,3.88,5.08,,5.91,6.38,8.63
1069,21187,1.57,1.53,2.33,,2.37,1.81,0.64
1070,21189,0.33,0.37,0.42,,0.32,0.43,0.62
1071,21191,1.66,1.62,1.53,,1.55,2.94,2.33
1072,21193,3.66,3.34,6.07,,4.77,6.74,6.78
1073,21195,7.88,7.81,8.16,,14.36,10.87,9.31
1074,21197,1.16,1.0,0.39,,1.23,2.16,1.65
1075,21199,232.75,389.68,390.26,,132.75,164.95,104.22
1076,21201,0.35,0.25,0.22,,0.17,0.18,0.13
1077,21203,1.48,1.76,1.48,,2.49,2.86,2.23
1078,21205,2.55,2.69,3.48,,6.83,5.69,6.28
1079,21207,1.86,2.62,3.04,,4.1,18.7,20.87
1080,21209,5.83,4.88,3.38,,4.15,4.38,4.25
1081,21211,4.03,4.08,4.66,,4.73,4.38,4.39
1082,21213,2.95,2.75,2.04,,2.2,2.13,1.94
1083,21215,1.24,0.99,1.16,,0.9,0.51,0.42
1084,21217,4.29,8.92,6.13,,5.67,5.22,5.89
1085,21219,1.49,1.78,1.87,,0.97,1.93,1.55
1086,21221,1.53,1.64,2.24,,6.06,3.18,3.03
1087,21223,0.51,0.69,0.68,,15.7,10.2,12.81
1088,21225,7.01,2.45,7.34,,3.83,4.9,8.3
1089,21227,11.05,12.03,16.53,,19.62,19.84,19.43
1090,21229,2.17,1.7,1.97,,2.47,2.78,2.05
1091,21231,1.95,2.3,2.41,,2.67,3.05,3.62
1092,21233,66.15,151.22,151.58,,77.77,10.8,8.48
1093,21235,7.69,2.61,2.01,,2.74,6.06,6.56
1094,21237,0.48,0.51,0.57,,0.66,0.47,0.71
1095,21239,18.39,16.25,16.64,,54.13,22.98,3.73
1096,22001,192.53,153.5,110.02,186.4,293.9,230.88,282.41
1097,22003,55.18,35.01,24.13,38.61,30.02,24.5,44.74
1098,22005,189.03,199.84,226.75,217.04,202.78,162.07,188.59
1099,22007,13.68,18.12,28.95,29.67,23.05,21.23,21.48
1100,22009,41.94,29.73,17.48,22.65,30.82,56.37,65.9
1101,22011,43.45,31.63,29.54,29.73,32.91,27.84,44.13
1102,22013,11.34,14.05,1.78,13.13,13.72,13.18,9.59
1103,22015,9.53,10.83,12.23,14.08,18.99,15.34,15.09
1104,22017,200.02,86.2,86.5,146.01,338.06,146.97,81.8
1105,22019,363.26,341.16,312.0,366.6,309.83,223.62,243.09
1106,22021,8.83,4.6,3.1,2.38,3.63,3.83,4.01
1107,22023,74.93,36.36,27.5,30.45,31.75,26.62,34.18
1108,22025,7.96,15.47,17.33,31.02,25.37,30.0,18.36
1109,22027,3.46,3.03,2.81,2.61,7.76,2.61,3.33
1110,22029,19.47,21.58,31.54,48.33,38.61,42.75,31.77
1111,22031,12.3,12.77,14.14,21.97,546.96,36.64,28.11
1112,22033,154.16,147.28,151.66,154.16,167.96,179.42,177.77
1113,22035,41.29,24.89,38.0,41.91,45.13,26.58,24.11
1114,22037,2.06,2.9,3.33,3.65,3.64,3.7,2.84
1115,22039,218.52,183.83,188.05,182.18,141.5,203.67,305.45
1116,22041,22.94,31.42,27.42,49.89,51.3,40.33,29.69
1117,22043,6.6,6.36,4.36,5.99,4.75,5.31,6.49
1118,22045,44.2,37.59,30.67,29.78,38.28,30.96,33.36
1119,22047,1247.07,1079.48,1217.68,1158.86,933.78,481.38,541.51
1120,22049,5.32,4.25,21.18,2.02,2.3,3.99,3.42
1121,22051,1037.74,1059.87,1139.87,1147.13,1058.63,816.74,813.11
1122,22053,223.09,162.7,151.53,169.94,170.58,175.07,285.55
1123,22055,33.56,37.77,33.13,41.65,48.15,41.23,42.1
1124,22057,40.16,65.34,29.55,46.96,56.53,43.64,47.46
1125,22059,1.94,1.81,2.09,3.26,13.46,2.44,1.95
1126,22061,6.44,7.97,8.24,8.78,8.05,8.22,8.87
1127,22063,5.51,7.37,15.97,12.14,15.77,15.21,13.92
1128,22065,17.91,11.21,18.6,17.9,20.2,42.08,35.02
1129,22067,139.64,77.79,72.81,74.75,131.48,83.29,86.98
1130,22069,19.37,20.51,24.21,33.44,33.85,34.33,39.15
1131,22071,1055.89,555.78,635.54,743.03,456.25,615.29,414.13
1132,22073,267.92,131.1,111.89,235.61,77.21,68.16,68.59
1133,22075,117.16,113.78,115.7,103.63,154.48,85.12,60.9
1134,22077,272.12,247.1,290.1,293.65,310.67,343.79,331.88
1135,22079,49.1,364.4,497.74,451.78,526.62,547.88,770.52
1136,22081,2.57,1.67,1.62,2.4,2.26,4.4,4.68
1137,22083,49.34,22.25,24.52,41.05,39.28,30.55,29.38
1138,22085,4.03,7.38,3.63,4.87,3.91,4.17,3.58
1139,22087,136.41,261.79,305.65,281.48,292.15,260.71,214.05
1140,22089,2781.75,2460.31,1953.47,2701.2,3131.83,2475.52,2398.14
1141,22091,1.35,6.15,6.29,1.15,4.02,1.08,1.61
1142,22093,207.82,282.37,246.68,244.99,389.42,192.36,184.09
1143,22095,46.78,103.21,731.45,93.7,619.5,67.54,79.77
1144,22097,86.54,67.33,47.81,62.62,65.75,77.25,106.52
1145,22099,64.9,120.9,44.69,59.26,56.67,39.47,49.51
1146,22101,206.92,233.03,219.35,200.07,162.38,120.68,43.9
1147,22103,16.73,18.31,23.93,25.54,25.32,28.58,29.3
1148,22105,15.27,13.55,17.78,18.46,19.79,20.08,19.38
1149,22107,27.37,9.32,11.72,17.11,20.69,31.74,26.55
1150,22109,16.22,19.27,33.11,7.03,11.39,5.85,3.75
1151,22111,1.8,3.03,4.96,5.5,5.75,4.06,4.8
1152,22113,338.24,198.05,262.25,225.66,156.89,93.7,152.49
1153,22115,7.96,10.39,9.21,7.95,8.06,8.48,5.72
1154,22117,37.57,30.55,31.6,35.59,37.5,34.58,27.75
1155,22119,7.46,7.72,7.52,7.32,10.89,7.3,6.24
1156,22121,9.55,15.87,9.77,20.47,14.36,10.81,12.42
1157,22123,21.76,10.37,25.15,31.69,29.13,15.18,13.33
1158,22125,56.01,52.37,47.49,50.4,58.37,41.62,65.05
1159,22127,2.49,2.97,2.98,3.73,13.62,2.32,2.65
1160,23001,56.43,24.78,14.0,,15.81,15.28,15.78
1161,23003,42.42,30.17,25.01,,18.42,23.02,24.64
1162,23005,421.75,76.91,87.21,,131.27,64.1,115.79
1163,23007,52.19,24.23,5.36,,3.18,39.08,42.96
1164,23009,19.73,79.81,61.48,,65.56,31.2,73.66
1165,23011,29.2,105.45,29.75,,12.47,12.86,12.31
1166,23013,12.98,5.43,5.3,,5.39,4.99,14.75
1167,23015,627.66,608.46,3.44,,2.71,2.54,1.9
1168,23017,32.28,36.17,10.49,,38.58,37.24,43.35
1169,23019,156.98,63.83,21.47,,45.13,58.35,28.3
1170,23021,2.54,3.15,3.06,,2.63,2.48,1.68
1171,23023,5.56,8.15,4.59,,3.58,2.62,2.68
1172,23025,9.62,28.66,8.3,,87.31,72.9,53.7
1173,23027,5.15,5.88,3.83,,4.12,4.0,5.12
1174,23029,19.52,13.17,4.98,,50.16,31.41,47.75
1175,23031,26.85,26.09,37.73,,118.32,47.27,24.41
1176,24001,49.44,47.5,45.12,48.67,44.32,42.18,38.75
1177,24003,833.67,822.9,735.29,823.9,599.84,341.17,387.97
1178,24005,919.44,1336.18,906.35,901.09,838.94,673.25,390.19
1179,24009,2433.48,1132.92,3228.11,3277.23,3345.42,3265.38,3331.36
1180,24011,14.78,9.08,19.83,21.22,14.38,19.65,19.62
1181,24013,18.24,15.33,15.35,15.1,15.58,13.81,15.94
1182,24015,8.71,9.73,9.02,9.14,10.43,8.41,10.78
1183,24017,913.82,1209.41,1102.59,1205.19,985.37,1282.07,1020.14
1184,24019,16.51,15.9,24.92,14.24,17.53,20.98,19.19
1185,24021,22.75,31.36,38.99,38.74,43.09,40.58,34.91
1186,24023,6.54,14.32,9.05,8.89,8.41,7.74,8.35
1187,24025,18.91,20.68,17.98,17.7,18.91,19.06,15.68
1188,24027,3.26,2.91,3.56,3.47,4.49,4.14,6.17
1189,24029,4.69,4.68,6.4,4.39,5.61,5.19,5.95
1190,24031,739.31,769.13,728.52,707.52,649.5,737.88,542.79
1191,24033,465.97,660.35,619.53,625.16,720.38,745.33,540.73
1192,24035,7.86,7.72,13.91,8.41,14.27,14.03,14.28
1193,24037,10.02,8.53,10.65,8.8,11.35,7.93,8.61
1194,24039,4.46,4.6,6.76,3.95,4.26,3.83,4.59
1195,24041,5.54,5.61,6.98,5.65,6.36,7.22,6.73
1196,24043,55.53,65.98,60.01,81.23,70.99,58.84,28.26
1197,24045,16.27,16.91,20.15,16.29,20.14,19.9,17.82
1198,24047,12.37,13.76,14.56,12.59,13.1,18.21,15.57
1199,24510,131.0,188.58,85.61,54.95,29.66,25.25,42.15
1200,25001,432.07,473.92,422.03,399.67,529.64,60.81,72.62
1201,25003,50.72,48.89,24.01,32.54,35.59,24.27,27.74
1202,25005,1425.55,1809.99,1481.57,1214.57,1056.99,882.1,56.75
1203,25007,3.11,12.24,2.8,2.56,4.0,3.07,4.64
1204,25009,723.74,512.72,600.17,685.26,505.15,420.26,132.05
1205,25011,203.64,138.42,9.08,8.99,34.37,47.05,11.63
1206,25013,309.06,228.83,232.03,176.29,167.05,148.21,51.16
1207,25015,11.4,17.98,26.02,16.91,37.35,28.4,26.36
1208,25017,1875.59,890.08,840.26,834.49,388.87,431.11,149.4
1209,25019,1.55,0.91,1.58,4.24,5.11,4.54,3.45
1210,25021,2730.6,51.28,56.69,47.6,49.6,44.05,40.52
1211,25023,541.54,460.61,1013.81,575.98,170.16,619.57,561.35
1212,25025,1212.39,530.44,494.65,302.71,161.04,0.19,0.75
1213,25027,137.14,342.98,306.32,358.56,446.52,282.26,268.91
1214,26001,7.58,2.35,2.29,1.26,5.68,6.29,6.08
1215,26003,2.6,5.38,3.94,6.8,7.15,5.59,4.75
1216,26005,25.31,30.21,50.55,26.29,29.9,23.59,30.92
1217,26007,120.13,70.34,409.27,128.9,122.45,120.32,120.86
1218,26009,4.98,11.58,8.48,4.49,40.17,58.71,40.35
1219,26011,16.48,5.11,52.88,37.9,34.74,61.09,43.02
1220,26013,18.72,17.35,2.12,2.07,1.75,15.52,14.93
1221,26015,12.8,13.63,8.61,6.64,8.77,8.21,9.81
1222,26017,560.2,515.54,627.86,678.22,629.58,608.31,490.35
1223,26019,3.67,4.57,3.53,2.5,3.05,2.56,2.13
1224,26021,2153.31,1467.54,2195.78,1141.09,2327.16,2019.03,2125.76
1225,26023,28.7,30.6,21.0,17.97,32.61,13.22,24.45
1226,26025,43.23,50.29,60.68,33.68,35.55,28.11,28.65
1227,26027,18.97,18.39,17.5,15.4,23.28,22.57,36.45
1228,26029,109.75,115.59,117.36,45.33,21.46,21.27,18.87
1229,26031,15.88,6.55,4.12,3.92,3.64,7.61,3.45
1230,26033,14.79,15.39,10.4,5.35,9.33,8.93,14.39
1231,26035,13.55,5.92,4.23,4.16,4.11,3.76,4.17
1232,26037,14.14,14.68,11.81,8.89,11.05,9.68,10.01
1233,26039,6.6,2.41,2.71,2.43,2.53,2.26,2.14
1234,26041,29.66,45.78,75.91,64.63,65.36,67.37,43.7
1235,26043,19.13,15.35,11.23,21.95,23.72,25.21,24.34
1236,26045,21.57,19.52,17.71,9.8,11.09,8.9,8.61
1237,26047,9.71,7.86,6.1,6.05,7.31,6.3,5.81
1238,26049,131.51,81.24,54.89,22.37,20.43,13.35,13.77
1239,26051,6.94,4.5,3.29,2.43,2.53,2.33,2.05
1240,26053,6.67,6.76,4.27,2.56,10.94,2.26,8.98
1241,26055,27.95,28.59,17.62,11.7,14.45,14.33,13.58
1242,26057,12.94,10.21,9.22,6.35,9.0,8.43,11.21
1243,26059,13.52,47.82,62.04,8.39,10.35,9.39,10.32
1244,26061,14.01,11.25,6.35,4.89,4.26,4.03,4.55
1245,26063,42.58,47.71,53.31,81.91,90.91,62.49,6.78
1246,26065,185.34,149.15,163.26,249.32,237.55,220.52,103.1
1247,26067,13.44,15.9,12.8,9.55,11.86,9.68,11.08
1248,26069,17.66,6.96,6.02,3.19,4.19,4.34,2.91
1249,26071,3.58,3.99,4.82,2.59,2.74,1.36,1.37
1250,26073,17.85,9.36,10.44,7.26,8.88,8.24,14.94
1251,26075,39.22,41.34,37.28,20.72,22.62,20.29,23.54
1252,26077,72.89,77.19,111.67,83.97,80.33,51.75,69.06
1253,26079,3.42,10.81,4.46,3.92,4.36,3.38,6.32
1254,26081,111.18,115.85,184.32,76.15,85.63,27.65,27.76
1255,26083,0.75,0.43,0.27,0.22,0.22,0.2,0.21
1256,26085,2.23,1.68,1.24,1.17,2.15,2.0,1.46
1257,26087,24.9,21.51,13.65,7.85,9.3,7.91,7.05
1258,26089,4.44,6.74,7.24,3.47,4.51,3.62,4.05
1259,26091,18.3,26.01,24.42,12.28,15.06,13.32,12.1
1260,26093,33.97,28.68,24.89,17.71,25.9,20.02,21.74
1261,26095,2.28,2.54,1.16,1.13,1.18,1.33,1.97
